path,title,suggested_slug,goal,week,day,kind,tier,technologies,file_count,size_bytes,lines,source_files,entry_points,has_readme,readme_path,test_files,syntax_errors,completion_score,quality_score
Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise1_todo,exercise1_todo,week3javascriptanddom-remotelearningjsanddom-exercises-exercisesxp1-exercise1-todo,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,RemoteLearningJSAndDOM,Exercise,,CSS | HTML | JavaScript,6,11548,368,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise1_todo/css/styles.css | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise1_todo/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise1_todo/js/app.js,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise1_todo/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise1_todo/js/app.js,True,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise1_todo/README.md,,,unverified,unverified
Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise2_color_guess,exercise2_color_guess,week3javascriptanddom-remotelearningjsanddom-exercises-exercisesxp1-exercise2-color-guess,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,RemoteLearningJSAndDOM,Exercise,,CSS | HTML | JavaScript,6,11958,377,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise2_color_guess/css/styles.css | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise2_color_guess/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise2_color_guess/js/app.js,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise2_color_guess/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise2_color_guess/js/app.js,True,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise2_color_guess/README.md,,,unverified,unverified
Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise3_calculator,exercise3_calculator,week3javascriptanddom-remotelearningjsanddom-exercises-exercisesxp1-exercise3-calculator,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,RemoteLearningJSAndDOM,Exercise,,CSS | HTML | JavaScript,6,10918,396,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise3_calculator/css/styles.css | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise3_calculator/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise3_calculator/js/app.js,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise3_calculator/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise3_calculator/js/app.js,True,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise3_calculator/README.md,,,unverified,unverified
Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise4_whack_a_mole,exercise4_whack_a_mole,week3javascriptanddom-remotelearningjsanddom-exercises-exercisesxp1-exercise4-whack-a-mole,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,RemoteLearningJSAndDOM,Exercise,,CSS | HTML | JavaScript,6,10534,368,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise4_whack_a_mole/css/styles.css | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise4_whack_a_mole/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise4_whack_a_mole/js/app.js,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise4_whack_a_mole/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise4_whack_a_mole/js/app.js,True,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP1/exercise4_whack_a_mole/README.md,,,unverified,unverified
Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise1_timer,exercise1_timer,week3javascriptanddom-remotelearningjsanddom-exercises-exercisesxp2-exercise1-timer,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,RemoteLearningJSAndDOM,Exercise,,CSS | HTML | JavaScript,4,6066,225,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise1_timer/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise1_timer/js/app.js,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise1_timer/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise1_timer/js/app.js,True,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise1_timer/README.md,,,unverified,unverified
Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise2_move_box,exercise2_move_box,week3javascriptanddom-remotelearningjsanddom-exercises-exercisesxp2-exercise2-move-box,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,RemoteLearningJSAndDOM,Exercise,,CSS | HTML | JavaScript,4,6022,224,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise2_move_box/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise2_move_box/js/app.js,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise2_move_box/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise2_move_box/js/app.js,True,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise2_move_box/README.md,,,unverified,unverified
Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise3_drag_drop,exercise3_drag_drop,week3javascriptanddom-remotelearningjsanddom-exercises-exercisesxp2-exercise3-drag-drop,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,RemoteLearningJSAndDOM,Exercise,,CSS | HTML | JavaScript,4,7105,248,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise3_drag_drop/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise3_drag_drop/js/app.js,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise3_drag_drop/index.html | Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise3_drag_drop/js/app.js,True,Week3JavaScriptandDOM/RemoteLearningJSAndDOM/Exercises/ExercisesXP2/exercise3_drag_drop/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/DailyChallenge/CarInventory,CarInventory,week4advasynchronousjavascript-day1advancedarraymethods-dailychallenge-carinventory,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day1AdvancedArrayMethods,Daily Challenge,,CSS | HTML | JavaScript,4,9445,278,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/DailyChallenge/CarInventory/index.html | Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/DailyChallenge/CarInventory/js/app.js,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/DailyChallenge/CarInventory/index.html | Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/DailyChallenge/CarInventory/js/app.js,True,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/DailyChallenge/CarInventory/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/DailyChallenge/GoWildcats,GoWildcats,week4advasynchronousjavascript-day1advancedarraymethods-dailychallenge-gowildcats,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day1AdvancedArrayMethods,Daily Challenge,,TypeScript,2,4335,139,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/DailyChallenge/GoWildcats/GoWildcats.ts,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/DailyChallenge/GoWildcats/GoWildcats.ts,True,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/DailyChallenge/GoWildcats/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/Exercises/ExercisesXP,ExercisesXP,week4advasynchronousjavascript-day1advancedarraymethods-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day1AdvancedArrayMethods,Exercise,XP,CSS | HTML | JavaScript,2,8127,224,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/Exercises/ExercisesXP/http_forms_json_exercises.html,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/Exercises/ExercisesXP/http_forms_json_exercises.html,True,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/Exercises/ExercisesXPGold,ExercisesXPGold,week4advasynchronousjavascript-day1advancedarraymethods-exercises-exercisesxpgold,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day1AdvancedArrayMethods,Exercise,XP Gold,TypeScript,2,7837,229,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/Exercises/ExercisesXPGold/ArraysDestructuringXPGold.ts,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/Exercises/ExercisesXPGold/ArraysDestructuringXPGold.ts,True,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/Exercises/ExercisesXPGold/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/Exercises/ExercisesXPGold2,ExercisesXPGold2,week4advasynchronousjavascript-day1advancedarraymethods-exercises-exercisesxpgold2,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day1AdvancedArrayMethods,Exercise,XP Gold,TypeScript,2,5790,183,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/Exercises/ExercisesXPGold2/ArraysMethodsXPGold.ts,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/Exercises/ExercisesXPGold2/ArraysMethodsXPGold.ts,True,Week4AdvAsynchronousJavaScript/Day1AdvancedArrayMethods/Exercises/ExercisesXPGold2/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day2AdvancedObjectMethods/DailyChallenge,DailyChallenge,week4advasynchronousjavascript-day2advancedobjectmethods-dailychallenge,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day2AdvancedObjectMethods,Daily Challenge,,TypeScript,2,4562,141,Week4AdvAsynchronousJavaScript/Day2AdvancedObjectMethods/DailyChallenge/VideoObjects.ts,Week4AdvAsynchronousJavaScript/Day2AdvancedObjectMethods/DailyChallenge/VideoObjects.ts,True,Week4AdvAsynchronousJavaScript/Day2AdvancedObjectMethods/DailyChallenge/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day2AdvancedObjectMethods/Exercises/ExercisesXP,ExercisesXP,week4advasynchronousjavascript-day2advancedobjectmethods-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day2AdvancedObjectMethods,Exercise,XP,TypeScript,2,7183,230,Week4AdvAsynchronousJavaScript/Day2AdvancedObjectMethods/Exercises/ExercisesXP/ObjectsDestructuringClassesXP.ts,Week4AdvAsynchronousJavaScript/Day2AdvancedObjectMethods/Exercises/ExercisesXP/ObjectsDestructuringClassesXP.ts,True,Week4AdvAsynchronousJavaScript/Day2AdvancedObjectMethods/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/HTMLForm,HTMLForm,week4advasynchronousjavascript-day3httpandformmethodgetandpost-dailychallenge-htmlform,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day3HTTPAndFormMethodGETAndPOST,Daily Challenge,,CSS | HTML | JavaScript,6,10038,339,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/HTMLForm/css/styles.css | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/HTMLForm/index.html | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/HTMLForm/js/app.js,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/HTMLForm/index.html | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/HTMLForm/js/app.js,True,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/HTMLForm/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/TrueOrFalse,TrueOrFalse,week4advasynchronousjavascript-day3httpandformmethodgetandpost-dailychallenge-trueorfalse,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day3HTTPAndFormMethodGETAndPOST,Daily Challenge,,CSS | HTML | JavaScript,4,7672,287,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/TrueOrFalse/app.js | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/TrueOrFalse/index.html | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/TrueOrFalse/style.css,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/TrueOrFalse/index.html | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/TrueOrFalse/app.js,True,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/DailyChallenge/TrueOrFalse/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/ExercisesXP,ExercisesXP,week4advasynchronousjavascript-day3httpandformmethodgetandpost-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day3HTTPAndFormMethodGETAndPOST,Exercise,XP,CSS | HTML | JavaScript,4,10328,342,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/ExercisesXP/app.js | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/ExercisesXP/index.html | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/ExercisesXP/style.css,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/ExercisesXP/index.html | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/ExercisesXP/app.js,True,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/ExercisesXPGold,ExercisesXPGold,week4advasynchronousjavascript-day3httpandformmethodgetandpost-exercises-exercisesxpgold,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day3HTTPAndFormMethodGETAndPOST,Exercise,XP Gold,CSS | HTML | JavaScript,3,4161,135,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/ExercisesXPGold/index.html | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/ExercisesXPGold/result.html,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/ExercisesXPGold/index.html | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/ExercisesXPGold/result.html,True,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/ExercisesXPGold/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/RandomQuoteGenerator,RandomQuoteGenerator,week4advasynchronousjavascript-day3httpandformmethodgetandpost-exercises-randomquotegenerator,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day3HTTPAndFormMethodGETAndPOST,Exercise,,CSS | HTML | JavaScript,6,17467,530,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/RandomQuoteGenerator/css/styles.css | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/RandomQuoteGenerator/index.html | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/RandomQuoteGenerator/js/app.js,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/RandomQuoteGenerator/index.html | Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/RandomQuoteGenerator/js/app.js,True,Week4AdvAsynchronousJavaScript/Day3HTTPAndFormMethodGETAndPOST/Exercises/RandomQuoteGenerator/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/DailyChallenge/PlayWithWords,PlayWithWords,week4advasynchronousjavascript-day4asynchronousjavascript-dailychallenge-playwithwords,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day4AsynchronousJavaScript,Daily Challenge,,CSS | HTML | JavaScript,3,10994,328,Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/DailyChallenge/PlayWithWords/daily_promises_morse.js | Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/DailyChallenge/PlayWithWords/index_daily_challenges.html,Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/DailyChallenge/PlayWithWords/index_daily_challenges.html,True,Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/DailyChallenge/PlayWithWords/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/Exercises/ExercisesXP,ExercisesXP,week4advasynchronousjavascript-day4asynchronousjavascript-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day4AsynchronousJavaScript,Exercise,XP,CSS | HTML | JavaScript,3,6644,205,Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/Exercises/ExercisesXP/index_promises.html | Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/Exercises/ExercisesXP/promises.js,Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/Exercises/ExercisesXP/index_promises.html,True,Week4AdvAsynchronousJavaScript/Day4AsynchronousJavaScript/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week4AdvAsynchronousJavaScript/Day5FetchAndAsyncAwait/Exercises/ExercisesXP,ExercisesXP,week4advasynchronousjavascript-day5fetchandasyncawait-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week4AdvAsynchronousJavaScript,Day5FetchAndAsyncAwait,Exercise,XP,CSS | HTML | JavaScript,7,13587,403,Week4AdvAsynchronousJavaScript/Day5FetchAndAsyncAwait/Exercises/ExercisesXP/css/styles.css | Week4AdvAsynchronousJavaScript/Day5FetchAndAsyncAwait/Exercises/ExercisesXP/index.html | Week4AdvAsynchronousJavaScript/Day5FetchAndAsyncAwait/Exercises/ExercisesXP/js/app.js | Week4AdvAsynchronousJavaScript/Day5FetchAndAsyncAwait/Exercises/ExercisesXP/js/config.example.js,Week4AdvAsynchronousJavaScript/Day5FetchAndAsyncAwait/Exercises/ExercisesXP/index.html | Week4AdvAsynchronousJavaScript/Day5FetchAndAsyncAwait/Exercises/ExercisesXP/js/app.js,True,Week4AdvAsynchronousJavaScript/Day5FetchAndAsyncAwait/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week5MiniProjectAndTypeScript/Day1MiniProject/DailyChallenge/CurrencyConverter,CurrencyConverter,week5miniprojectandtypescript-day1miniproject-dailychallenge-currencyconverter,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week5MiniProjectAndTypeScript,Day1MiniProject,Daily Challenge,,CSS | HTML | JavaScript,3,26468,911,Week5MiniProjectAndTypeScript/Day1MiniProject/DailyChallenge/CurrencyConverter/config.example.js | Week5MiniProjectAndTypeScript/Day1MiniProject/DailyChallenge/CurrencyConverter/index.html,Week5MiniProjectAndTypeScript/Day1MiniProject/DailyChallenge/CurrencyConverter/index.html,True,Week5MiniProjectAndTypeScript/Day1MiniProject/DailyChallenge/CurrencyConverter/README.md,,,unverified,unverified
Week5MiniProjectAndTypeScript/Day1MiniProject/Exercises/Pokedex,Pokedex,week5miniprojectandtypescript-day1miniproject-exercises-pokedex,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week5MiniProjectAndTypeScript,Day1MiniProject,Mini Project,,CSS | HTML | JavaScript,2,28317,988,Week5MiniProjectAndTypeScript/Day1MiniProject/Exercises/Pokedex/index.html,Week5MiniProjectAndTypeScript/Day1MiniProject/Exercises/Pokedex/index.html,True,Week5MiniProjectAndTypeScript/Day1MiniProject/Exercises/Pokedex/README.md,,,unverified,unverified
Week5MiniProjectAndTypeScript/Day1MiniProject/StarWarsWebApp,StarWarsWebApp,week5miniprojectandtypescript-day1miniproject-starwarswebapp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week5MiniProjectAndTypeScript,Day1MiniProject,Mini Project,,CSS | HTML | JavaScript,2,17618,587,Week5MiniProjectAndTypeScript/Day1MiniProject/StarWarsWebApp/index.html,Week5MiniProjectAndTypeScript/Day1MiniProject/StarWarsWebApp/index.html,True,Week5MiniProjectAndTypeScript/Day1MiniProject/StarWarsWebApp/README.md,,,unverified,unverified
Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator,UnionTypeValidator,week5miniprojectandtypescript-day2introductiontotypescriptandkeyconcepts-dailychallenge-uniontypevalidator,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week5MiniProjectAndTypeScript,Day2IntroductionToTypeScriptAndKeyConcepts,Daily Challenge,,JSON | TypeScript,6,20674,710,Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator/src/index.ts,Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator/src/index.ts,True,Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/DailyChallenge/UnionTypeValidator/README.md,,,unverified,unverified
Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/Exercises/ExercisesXP,ExercisesXP,week5miniprojectandtypescript-day2introductiontotypescriptandkeyconcepts-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week5MiniProjectAndTypeScript,Day2IntroductionToTypeScriptAndKeyConcepts,Exercise,XP,TypeScript,2,6773,212,Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/Exercises/ExercisesXP/ExercisesXP_Basics.ts,Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/Exercises/ExercisesXP/ExercisesXP_Basics.ts,True,Week5MiniProjectAndTypeScript/Day2IntroductionToTypeScriptAndKeyConcepts/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/DailyChallenge,DailyChallenge,week5miniprojectandtypescript-day3advancedtypescriptconceptsandapplications-dailychallenge,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week5MiniProjectAndTypeScript,Day3AdvancedTypeScriptConceptsAndApplications,Daily Challenge,,TypeScript,2,5435,180,Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/DailyChallenge/LibrarySystem.ts,Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/DailyChallenge/LibrarySystem.ts,True,Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/DailyChallenge/README.md,,,unverified,unverified
Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP,ExercisesXP,week5miniprojectandtypescript-day3advancedtypescriptconceptsandapplications-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week5MiniProjectAndTypeScript,Day3AdvancedTypeScriptConceptsAndApplications,Exercise,XP,TypeScript,2,6442,219,Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP/ExercisesXP_OOP.ts,Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP/ExercisesXP_OOP.ts,True,Week5MiniProjectAndTypeScript/Day3AdvancedTypeScriptConceptsAndApplications/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/DailyChallenge,DailyChallenge,week5miniprojectandtypescript-day4advancedtypescriptconceptsandapplications-dailychallenge,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week5MiniProjectAndTypeScript,Day4AdvancedTypeScriptConceptsAndApplications,Daily Challenge,,TypeScript,3,4842,166,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/DailyChallenge/TypeGuardUnion.ts,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/DailyChallenge/TypeGuardUnion.ts,True,Week5MiniProjectAndTypeScript/Day4AdvancedTypeScriptConceptsAndApplications/DailyChallenge/README.md,,,unverified,unverified
